GEOID,NAME,moe,population,means_transit,med_inc
36085017015,"Census Tract 170.15, Richmond County, New York",527,2940,NA,NA
36085017015,"Census Tract 170.15, Richmond County, New York",445,NA,1369,NA
36085017015,"Census Tract 170.15, Richmond County, New York",43804,NA,NA,126588
36085017016,"Census Tract 170.16, Richmond County, New York",712,4758,NA,NA
36085017016,"Census Tract 170.16, Richmond County, New York",471,NA,2274,NA
36085017016,"Census Tract 170.16, Richmond County, New York",10498,NA,NA,113068
36085017300,"Census Tract 173, Richmond County, New York",364,2372,NA,NA
36085017300,"Census Tract 173, Richmond County, New York",209,NA,962,NA
36085017300,"Census Tract 173, Richmond County, New York",11493,NA,NA,39974
36085017600,"Census Tract 176, Richmond County, New York",817,4963,NA,NA
36085017600,"Census Tract 176, Richmond County, New York",402,NA,2370,NA
36085017600,"Census Tract 176, Richmond County, New York",39676,NA,NA,160870
36085017701,"Census Tract 177.01, Richmond County, New York",605,3556,NA,NA
36085017701,"Census Tract 177.01, Richmond County, New York",331,NA,1245,NA
36085017701,"Census Tract 177.01, Richmond County, New York",36967,NA,NA,144375
36085017702,"Census Tract 177.02, Richmond County, New York",666,2331,NA,NA
36085017702,"Census Tract 177.02, Richmond County, New York",391,NA,1228,NA
36085017702,"Census Tract 177.02, Richmond County, New York",25116,NA,NA,101608
36085018100,"Census Tract 181, Richmond County, New York",455,3268,NA,NA
36085018100,"Census Tract 181, Richmond County, New York",267,NA,1081,NA
36085018100,"Census Tract 181, Richmond County, New York",15989,NA,NA,91592
36085018701,"Census Tract 187.01, Richmond County, New York",301,1931,NA,NA
36085018701,"Census Tract 187.01, Richmond County, New York",151,NA,921,NA
