GEOID,NAME,moe,population,means_transit,med_inc
36005039100,"Census Tract 391, Bronx County, New York",1226,7082,NA,NA
36005039100,"Census Tract 391, Bronx County, New York",878,NA,3155,NA
36005039100,"Census Tract 391, Bronx County, New York",8830,NA,NA,29154
36005039200,"Census Tract 392, Bronx County, New York",326,1717,NA,NA
36005039200,"Census Tract 392, Bronx County, New York",205,NA,895,NA
36005039200,"Census Tract 392, Bronx County, New York",5948,NA,NA,54451
36005039300,"Census Tract 393, Bronx County, New York",1419,8690,NA,NA
36005039300,"Census Tract 393, Bronx County, New York",665,NA,2643,NA
36005039300,"Census Tract 393, Bronx County, New York",10441,NA,NA,22569
36005039400,"Census Tract 394, Bronx County, New York",764,5254,NA,NA
36005039400,"Census Tract 394, Bronx County, New York",464,NA,1993,NA
36005039400,"Census Tract 394, Bronx County, New York",20679,NA,NA,50667
36005039500,"Census Tract 395, Bronx County, New York",926,4286,NA,NA
36005039500,"Census Tract 395, Bronx County, New York",272,NA,1550,NA
36005039500,"Census Tract 395, Bronx County, New York",15410,NA,NA,25211
36005039600,"Census Tract 396, Bronx County, New York",805,4522,NA,NA
36005039600,"Census Tract 396, Bronx County, New York",385,NA,1596,NA
36005039600,"Census Tract 396, Bronx County, New York",5035,NA,NA,38923
36005039700,"Census Tract 397, Bronx County, New York",351,3689,NA,NA
36005039700,"Census Tract 397, Bronx County, New York",88,NA,251,NA
36005039700,"Census Tract 397, Bronx County, New York",14891,NA,NA,28125
36005039800,"Census Tract 398, Bronx County, New York",819,4209,NA,NA
36005039800,"Census Tract 398, Bronx County, New York",310,NA,2017,NA
36005039800,"Census Tract 398, Bronx County, New York",15976,NA,NA,55433
36005039901,"Census Tract 399.01, Bronx County, New York",819,5312,NA,NA
36005039901,"Census Tract 399.01, Bronx County, New York",433,NA,1864,NA
36005039901,"Census Tract 399.01, Bronx County, New York",4059,NA,NA,36338
36005039902,"Census Tract 399.02, Bronx County, New York",728,5570,NA,NA
36005039902,"Census Tract 399.02, Bronx County, New York",431,NA,2206,NA
36005039902,"Census Tract 399.02, Bronx County, New York",8788,NA,NA,46174
36005040100,"Census Tract 401, Bronx County, New York",690,5086,NA,NA
36005040100,"Census Tract 401, Bronx County, New York",385,NA,1760,NA
36005040100,"Census Tract 401, Bronx County, New York",7513,NA,NA,25873
36005040302,"Census Tract 403.02, Bronx County, New York",1466,5331,NA,NA
36005040302,"Census Tract 403.02, Bronx County, New York",381,NA,1918,NA
36005040302,"Census Tract 403.02, Bronx County, New York",9256,NA,NA,37318
36005040303,"Census Tract 403.03, Bronx County, New York",495,4216,NA,NA
36005040303,"Census Tract 403.03, Bronx County, New York",216,NA,1491,NA
36005040303,"Census Tract 403.03, Bronx County, New York",7004,NA,NA,34773
36005040304,"Census Tract 403.04, Bronx County, New York",559,3641,NA,NA
36005040304,"Census Tract 403.04, Bronx County, New York",254,NA,1430,NA
36005040304,"Census Tract 403.04, Bronx County, New York",2838,NA,NA,31765
36005040400,"Census Tract 404, Bronx County, New York",786,3264,NA,NA
36005040400,"Census Tract 404, Bronx County, New York",375,NA,1468,NA
36005040400,"Census Tract 404, Bronx County, New York",19401,NA,NA,92431
36005040501,"Census Tract 405.01, Bronx County, New York",625,3959,NA,NA
36005040501,"Census Tract 405.01, Bronx County, New York",303,NA,1479,NA
36005040501,"Census Tract 405.01, Bronx County, New York",13597,NA,NA,45930
36005040502,"Census Tract 405.02, Bronx County, New York",1040,7399,NA,NA
36005040502,"Census Tract 405.02, Bronx County, New York",506,NA,2656,NA
36005040502,"Census Tract 405.02, Bronx County, New York",15413,NA,NA,38816
36005040600,"Census Tract 406, Bronx County, New York",677,3997,NA,NA
36005040600,"Census Tract 406, Bronx County, New York",468,NA,1886,NA
36005040600,"Census Tract 406, Bronx County, New York",7854,NA,NA,45982
36005040701,"Census Tract 407.01, Bronx County, New York",613,3136,NA,NA
36005040701,"Census Tract 407.01, Bronx County, New York",357,NA,1458,NA
36005040701,"Census Tract 407.01, Bronx County, New York",5252,NA,NA,45363
36005040702,"Census Tract 407.02, Bronx County, New York",860,7137,NA,NA
36005040702,"Census Tract 407.02, Bronx County, New York",443,NA,2876,NA
36005040702,"Census Tract 407.02, Bronx County, New York",5163,NA,NA,33750
36005040800,"Census Tract 408, Bronx County, New York",869,4994,NA,NA
36005040800,"Census Tract 408, Bronx County, New York",482,NA,2054,NA
36005040800,"Census Tract 408, Bronx County, New York",8936,NA,NA,34341
36005040900,"Census Tract 409, Bronx County, New York",584,3272,NA,NA
36005040900,"Census Tract 409, Bronx County, New York",360,NA,1593,NA
36005040900,"Census Tract 409, Bronx County, New York",17046,NA,NA,60278
36005041100,"Census Tract 411, Bronx County, New York",653,3677,NA,NA
36005041100,"Census Tract 411, Bronx County, New York",355,NA,1698,NA
36005041100,"Census Tract 411, Bronx County, New York",6866,NA,NA,38452
36005041300,"Census Tract 413, Bronx County, New York",1101,9110,NA,NA
36005041300,"Census Tract 413, Bronx County, New York",683,NA,4557,NA
36005041300,"Census Tract 413, Bronx County, New York",9074,NA,NA,60646
36005041400,"Census Tract 414, Bronx County, New York",809,5352,NA,NA
36005041400,"Census Tract 414, Bronx County, New York",500,NA,2714,NA
36005041400,"Census Tract 414, Bronx County, New York",20018,NA,NA,61250
36005041500,"Census Tract 415, Bronx County, New York",893,6089,NA,NA
36005041500,"Census Tract 415, Bronx County, New York",446,NA,2611,NA
36005041500,"Census Tract 415, Bronx County, New York",12135,NA,NA,44707
36005041800,"Census Tract 418, Bronx County, New York",809,3750,NA,NA
36005041800,"Census Tract 418, Bronx County, New York",524,NA,1853,NA
36005041800,"Census Tract 418, Bronx County, New York",12619,NA,NA,67986
36005041900,"Census Tract 419, Bronx County, New York",873,6229,NA,NA
36005041900,"Census Tract 419, Bronx County, New York",576,NA,3138,NA
36005041900,"Census Tract 419, Bronx County, New York",9459,NA,NA,44444
36005042000,"Census Tract 420, Bronx County, New York",838,4512,NA,NA
36005042000,"Census Tract 420, Bronx County, New York",298,NA,1577,NA
36005042000,"Census Tract 420, Bronx County, New York",11541,NA,NA,31558
36005042100,"Census Tract 421, Bronx County, New York",739,5845,NA,NA
36005042100,"Census Tract 421, Bronx County, New York",353,NA,2406,NA
36005042100,"Census Tract 421, Bronx County, New York",11433,NA,NA,48943
36005042200,"Census Tract 422, Bronx County, New York",701,2873,NA,NA
36005042200,"Census Tract 422, Bronx County, New York",333,NA,1556,NA
36005042200,"Census Tract 422, Bronx County, New York",16581,NA,NA,64181
36005042300,"Census Tract 423, Bronx County, New York",610,4395,NA,NA
36005042300,"Census Tract 423, Bronx County, New York",316,NA,1827,NA
36005042300,"Census Tract 423, Bronx County, New York",13373,NA,NA,48897
36005042400,"Census Tract 424, Bronx County, New York",628,2512,NA,NA
36005042400,"Census Tract 424, Bronx County, New York",160,NA,900,NA
36005042400,"Census Tract 424, Bronx County, New York",11546,NA,NA,77896
36005042500,"Census Tract 425, Bronx County, New York",857,6614,NA,NA
36005042500,"Census Tract 425, Bronx County, New York",587,NA,2778,NA
36005042500,"Census Tract 425, Bronx County, New York",12147,NA,NA,32421
36005042600,"Census Tract 426, Bronx County, New York",1553,7223,NA,NA
36005042600,"Census Tract 426, Bronx County, New York",890,NA,3414,NA
36005042600,"Census Tract 426, Bronx County, New York",27802,NA,NA,82402
36005042800,"Census Tract 428, Bronx County, New York",510,2099,NA,NA
36005042800,"Census Tract 428, Bronx County, New York",292,NA,769,NA
36005042800,"Census Tract 428, Bronx County, New York",20928,NA,NA,89762
36005042901,"Census Tract 429.01, Bronx County, New York",483,3257,NA,NA
36005042901,"Census Tract 429.01, Bronx County, New York",268,NA,1567,NA
36005042901,"Census Tract 429.01, Bronx County, New York",14786,NA,NA,38833
36005042902,"Census Tract 429.02, Bronx County, New York",463,4165,NA,NA
36005042902,"Census Tract 429.02, Bronx County, New York",290,NA,1751,NA
36005042902,"Census Tract 429.02, Bronx County, New York",9830,NA,NA,42331
36005043000,"Census Tract 430, Bronx County, New York",804,3565,NA,NA
36005043000,"Census Tract 430, Bronx County, New York",415,NA,1494,NA
36005043000,"Census Tract 430, Bronx County, New York",37240,NA,NA,59500
36005043101,"Census Tract 431.01, Bronx County, New York",1402,5844,NA,NA
36005043101,"Census Tract 431.01, Bronx County, New York",536,NA,2336,NA
36005043101,"Census Tract 431.01, Bronx County, New York",14531,NA,NA,39681
36005043102,"Census Tract 431.02, Bronx County, New York",671,5008,NA,NA
36005043102,"Census Tract 431.02, Bronx County, New York",396,NA,1902,NA
36005043102,"Census Tract 431.02, Bronx County, New York",3308,NA,NA,32759
36005043400,"Census Tract 434, Bronx County, New York",589,3880,NA,NA
36005043400,"Census Tract 434, Bronx County, New York",382,NA,2040,NA
36005043400,"Census Tract 434, Bronx County, New York",53435,NA,NA,101875
36005043501,"Census Tract 435.01, Bronx County, New York",159,1059,NA,NA
36005043501,"Census Tract 435.01, Bronx County, New York",82,NA,288,NA
36005043501,"Census Tract 435.01, Bronx County, New York",19927,NA,NA,27391
36005043502,"Census Tract 435.02, Bronx County, New York",13,0,0,NA
36005043502,"Census Tract 435.02, Bronx County, New York",NA,NA,NA,NA
36005043503,"Census Tract 435.03, Bronx County, New York",13,0,0,NA
36005043503,"Census Tract 435.03, Bronx County, New York",NA,NA,NA,NA
36005043600,"Census Tract 436, Bronx County, New York",509,2214,NA,NA
36005043600,"Census Tract 436, Bronx County, New York",254,NA,984,NA
36005043600,"Census Tract 436, Bronx County, New York",15046,NA,NA,73550
36005044200,"Census Tract 442, Bronx County, New York",1318,4122,NA,NA
36005044200,"Census Tract 442, Bronx County, New York",382,NA,1452,NA
36005044200,"Census Tract 442, Bronx County, New York",28032,NA,NA,42009
36005044400,"Census Tract 444, Bronx County, New York",833,4725,NA,NA
36005044400,"Census Tract 444, Bronx County, New York",335,NA,1944,NA
36005044400,"Census Tract 444, Bronx County, New York",37453,NA,NA,96094
36005044800,"Census Tract 448, Bronx County, New York",470,2231,NA,NA
36005044800,"Census Tract 448, Bronx County, New York",236,NA,1025,NA
36005044800,"Census Tract 448, Bronx County, New York",41935,NA,NA,101667
36005044901,"Census Tract 449.01, Bronx County, New York",335,1995,NA,NA
36005044901,"Census Tract 449.01, Bronx County, New York",230,NA,1101,NA
36005044901,"Census Tract 449.01, Bronx County, New York",34226,NA,NA,90000
36005044902,"Census Tract 449.02, Bronx County, New York",337,2160,NA,NA
36005044902,"Census Tract 449.02, Bronx County, New York",322,NA,1280,NA
36005044902,"Census Tract 449.02, Bronx County, New York",33192,NA,NA,98542
36005045101,"Census Tract 451.01, Bronx County, New York",315,1490,NA,NA
36005045101,"Census Tract 451.01, Bronx County, New York",120,NA,657,NA
36005045101,"Census Tract 451.01, Bronx County, New York",29084,NA,NA,54986
36005045102,"Census Tract 451.02, Bronx County, New York",402,2159,NA,NA
36005045102,"Census Tract 451.02, Bronx County, New York",229,NA,1022,NA
36005045102,"Census Tract 451.02, Bronx County, New York",6298,NA,NA,85461
36005045600,"Census Tract 456, Bronx County, New York",622,3637,NA,NA
36005045600,"Census Tract 456, Bronx County, New York",402,NA,2003,NA
36005045600,"Census Tract 456, Bronx County, New York",17026,NA,NA,104190
36005045800,"Census Tract 458, Bronx County, New York",825,5381,NA,NA
36005045800,"Census Tract 458, Bronx County, New York",429,NA,1450,NA
36005045800,"Census Tract 458, Bronx County, New York",4378,NA,NA,28850
36005046000,"Census Tract 460, Bronx County, New York",691,3108,NA,NA
36005046000,"Census Tract 460, Bronx County, New York",381,NA,1098,NA
36005046000,"Census Tract 460, Bronx County, New York",16959,NA,NA,38937
36005046203,"Census Tract 462.03, Bronx County, New York",1612,7733,NA,NA
36005046203,"Census Tract 462.03, Bronx County, New York",450,NA,2246,NA
36005046203,"Census Tract 462.03, Bronx County, New York",21620,NA,NA,43106
36005046204,"Census Tract 462.04, Bronx County, New York",1350,6891,NA,NA
36005046204,"Census Tract 462.04, Bronx County, New York",640,NA,2694,NA
36005046204,"Census Tract 462.04, Bronx County, New York",17192,NA,NA,72088
36005046205,"Census Tract 462.05, Bronx County, New York",643,3053,NA,NA
36005046205,"Census Tract 462.05, Bronx County, New York",616,NA,1773,NA
36005046205,"Census Tract 462.05, Bronx County, New York",20695,NA,NA,49219
36005046206,"Census Tract 462.06, Bronx County, New York",1233,4084,NA,NA
36005046206,"Census Tract 462.06, Bronx County, New York",745,NA,1480,NA
36005046206,"Census Tract 462.06, Bronx County, New York",15456,NA,NA,37343
36005046207,"Census Tract 462.07, Bronx County, New York",1428,6351,NA,NA
36005046207,"Census Tract 462.07, Bronx County, New York",859,NA,3054,NA
36005046207,"Census Tract 462.07, Bronx County, New York",13611,NA,NA,56157
36005046208,"Census Tract 462.08, Bronx County, New York",1015,5879,NA,NA
36005046208,"Census Tract 462.08, Bronx County, New York",858,NA,2401,NA
36005046208,"Census Tract 462.08, Bronx County, New York",12567,NA,NA,78339
36005046209,"Census Tract 462.09, Bronx County, New York",1462,5039,NA,NA
36005046209,"Census Tract 462.09, Bronx County, New York",639,NA,1954,NA
36005046209,"Census Tract 462.09, Bronx County, New York",25248,NA,NA,42121
36005048401,"Census Tract 484.01, Bronx County, New York",800,4213,NA,NA
36005048401,"Census Tract 484.01, Bronx County, New York",444,NA,2264,NA
36005048401,"Census Tract 484.01, Bronx County, New York",20439,NA,NA,87870
36005048402,"Census Tract 484.02, Bronx County, New York",13,0,0,NA
36005048402,"Census Tract 484.02, Bronx County, New York",NA,NA,NA,NA
36005050400,"Census Tract 504, Bronx County, New York",13,0,0,NA
36005050400,"Census Tract 504, Bronx County, New York",NA,NA,NA,NA
36005051601,"Census Tract 516.01, Bronx County, New York",868,4417,NA,NA
36005051601,"Census Tract 516.01, Bronx County, New York",540,NA,2207,NA
36005051601,"Census Tract 516.01, Bronx County, New York",20071,NA,NA,118972
36005051602,"Census Tract 516.02, Bronx County, New York",13,0,0,NA
36005051602,"Census Tract 516.02, Bronx County, New York",NA,NA,NA,NA
36047000100,"Census Tract 1, Kings County, New York",626,4722,NA,NA
36047000100,"Census Tract 1, Kings County, New York",495,NA,2690,NA
36047000100,"Census Tract 1, Kings County, New York",47227,NA,NA,134738
36047000200,"Census Tract 2, Kings County, New York",270,1160,NA,NA
36047000200,"Census Tract 2, Kings County, New York",139,NA,556,NA
36047000200,"Census Tract 2, Kings County, New York",15570,NA,NA,58882
36047000301,"Census Tract 3.01, Kings County, New York",683,3892,NA,NA
36047000301,"Census Tract 3.01, Kings County, New York",431,NA,2150,NA
36047000301,"Census Tract 3.01, Kings County, New York",101166,NA,NA,179936
36047000501,"Census Tract 5.01, Kings County, New York",493,4604,NA,NA
36047000501,"Census Tract 5.01, Kings County, New York",385,NA,2106,NA
36047000501,"Census Tract 5.01, Kings County, New York",30955,NA,NA,141354
36047000502,"Census Tract 5.02, Kings County, New York",269,2826,NA,NA
36047000502,"Census Tract 5.02, Kings County, New York",154,NA,1628,NA
36047000502,"Census Tract 5.02, Kings County, New York",10843,NA,NA,155600
36047000700,"Census Tract 7, Kings County, New York",485,4044,NA,NA
36047000700,"Census Tract 7, Kings County, New York",310,NA,2233,NA
36047000700,"Census Tract 7, Kings County, New York",35452,NA,NA,186422
36047000900,"Census Tract 9, Kings County, New York",602,4687,NA,NA
36047000900,"Census Tract 9, Kings County, New York",504,NA,3008,NA
36047000900,"Census Tract 9, Kings County, New York",54280,NA,NA,198590
36047001100,"Census Tract 11, Kings County, New York",254,1508,NA,NA
36047001100,"Census Tract 11, Kings County, New York",190,NA,1126,NA
36047001100,"Census Tract 11, Kings County, New York",34801,NA,NA,154167
36047001300,"Census Tract 13, Kings County, New York",314,2028,NA,NA
36047001300,"Census Tract 13, Kings County, New York",243,NA,1088,NA
36047001300,"Census Tract 13, Kings County, New York",18087,NA,NA,125673
36047001501,"Census Tract 15.01, Kings County, New York",530,5117,NA,NA
36047001501,"Census Tract 15.01, Kings County, New York",318,NA,3080,NA
36047001501,"Census Tract 15.01, Kings County, New York",36737,NA,NA,86172
36047001502,"Census Tract 15.02, Kings County, New York",685,5074,NA,NA
36047001502,"Census Tract 15.02, Kings County, New York",330,NA,3075,NA
36047001502,"Census Tract 15.02, Kings County, New York",20626,NA,NA,122159
36047001801,"Census Tract 18.01, Kings County, New York",345,2021,NA,NA
36047001801,"Census Tract 18.01, Kings County, New York",13,NA,0,NA
36047001801,"Census Tract 18.01, Kings County, New York",NA,NA,NA,NA
36047001802,"Census Tract 18.02, Kings County, New York",13,0,0,NA
36047001802,"Census Tract 18.02, Kings County, New York",NA,NA,NA,NA
36047001803,"Census Tract 18.03, Kings County, New York",13,0,0,NA
36047001803,"Census Tract 18.03, Kings County, New York",NA,NA,NA,NA
36047001804,"Census Tract 18.04, Kings County, New York",13,0,0,NA
36047001804,"Census Tract 18.04, Kings County, New York",NA,NA,NA,NA
36047002000,"Census Tract 20, Kings County, New York",614,1845,NA,NA
36047002000,"Census Tract 20, Kings County, New York",271,NA,772,NA
36047002000,"Census Tract 20, Kings County, New York",36485,NA,NA,65313
36047002100,"Census Tract 21, Kings County, New York",991,5540,NA,NA
36047002100,"Census Tract 21, Kings County, New York",549,NA,3593,NA
36047002100,"Census Tract 21, Kings County, New York",NA,NA,NA,250001
36047002200,"Census Tract 22, Kings County, New York",808,4083,NA,NA
36047002200,"Census Tract 22, Kings County, New York",316,NA,1567,NA
36047002200,"Census Tract 22, Kings County, New York",5052,NA,NA,38309
36047002300,"Census Tract 23, Kings County, New York",667,4418,NA,NA
36047002300,"Census Tract 23, Kings County, New York",351,NA,1093,NA
36047002300,"Census Tract 23, Kings County, New York",3252,NA,NA,21342
36047002901,"Census Tract 29.01, Kings County, New York",617,4370,NA,NA
36047002901,"Census Tract 29.01, Kings County, New York",310,NA,1256,NA
36047002901,"Census Tract 29.01, Kings County, New York",9468,NA,NA,24600
36047003000,"Census Tract 30, Kings County, New York",288,1736,NA,NA
36047003000,"Census Tract 30, Kings County, New York",126,NA,753,NA
36047003000,"Census Tract 30, Kings County, New York",32929,NA,NA,99511
36047003101,"Census Tract 31.01, Kings County, New York",495,3608,NA,NA
36047003101,"Census Tract 31.01, Kings County, New York",373,NA,1785,NA
36047003101,"Census Tract 31.01, Kings County, New York",42734,NA,NA,151300
36047003102,"Census Tract 31.02, Kings County, New York",13,0,0,NA
36047003102,"Census Tract 31.02, Kings County, New York",NA,NA,NA,NA
36047003300,"Census Tract 33, Kings County, New York",581,4630,NA,NA
36047003300,"Census Tract 33, Kings County, New York",436,NA,2982,NA
36047003300,"Census Tract 33, Kings County, New York",38204,NA,NA,126101
36047003400,"Census Tract 34, Kings County, New York",511,3582,NA,NA
36047003400,"Census Tract 34, Kings County, New York",254,NA,1608,NA
36047003400,"Census Tract 34, Kings County, New York",19273,NA,NA,88897
36047003500,"Census Tract 35, Kings County, New York",263,2297,NA,NA
36047003500,"Census Tract 35, Kings County, New York",224,NA,1504,NA
36047003500,"Census Tract 35, Kings County, New York",19272,NA,NA,132528
36047003600,"Census Tract 36, Kings County, New York",363,3699,NA,NA
36047003600,"Census Tract 36, Kings County, New York",268,NA,1911,NA
36047003600,"Census Tract 36, Kings County, New York",16000,NA,NA,77536
36047003700,"Census Tract 37, Kings County, New York",422,3220,NA,NA
36047003700,"Census Tract 37, Kings County, New York",240,NA,2162,NA
36047003700,"Census Tract 37, Kings County, New York",22556,NA,NA,144732
36047003800,"Census Tract 38, Kings County, New York",334,1512,NA,NA
36047003800,"Census Tract 38, Kings County, New York",260,NA,713,NA
36047003800,"Census Tract 38, Kings County, New York",30840,NA,NA,132865
36047003900,"Census Tract 39, Kings County, New York",404,2349,NA,NA
36047003900,"Census Tract 39, Kings County, New York",235,NA,1425,NA
36047003900,"Census Tract 39, Kings County, New York",20906,NA,NA,126429
36047004100,"Census Tract 41, Kings County, New York",600,3535,NA,NA
36047004100,"Census Tract 41, Kings County, New York",329,NA,1891,NA
36047004100,"Census Tract 41, Kings County, New York",17962,NA,NA,195750
36047004300,"Census Tract 43, Kings County, New York",427,3919,NA,NA
36047004300,"Census Tract 43, Kings County, New York",320,NA,2498,NA
36047004300,"Census Tract 43, Kings County, New York",18757,NA,NA,136226
36047004400,"Census Tract 44, Kings County, New York",280,2335,NA,NA
36047004400,"Census Tract 44, Kings County, New York",182,NA,1115,NA
36047004400,"Census Tract 44, Kings County, New York",15793,NA,NA,128024
36047004500,"Census Tract 45, Kings County, New York",672,3614,NA,NA
36047004500,"Census Tract 45, Kings County, New York",483,NA,2409,NA
36047004500,"Census Tract 45, Kings County, New York",5366,NA,NA,152157
36047004600,"Census Tract 46, Kings County, New York",228,1386,NA,NA
36047004600,"Census Tract 46, Kings County, New York",91,NA,534,NA
36047004600,"Census Tract 46, Kings County, New York",114669,NA,NA,122813
36047004700,"Census Tract 47, Kings County, New York",276,1912,NA,NA
36047004700,"Census Tract 47, Kings County, New York",167,NA,967,NA
36047004700,"Census Tract 47, Kings County, New York",22229,NA,NA,122969
36047004900,"Census Tract 49, Kings County, New York",404,2833,NA,NA
36047004900,"Census Tract 49, Kings County, New York",240,NA,1323,NA
36047004900,"Census Tract 49, Kings County, New York",25602,NA,NA,157431
36047005000,"Census Tract 50, Kings County, New York",356,2405,NA,NA
36047005000,"Census Tract 50, Kings County, New York",248,NA,1191,NA
36047005000,"Census Tract 50, Kings County, New York",24392,NA,NA,125958
36047005100,"Census Tract 51, Kings County, New York",533,2967,NA,NA
36047005100,"Census Tract 51, Kings County, New York",340,NA,1727,NA
36047005100,"Census Tract 51, Kings County, New York",35151,NA,NA,155991
36047005201,"Census Tract 52.01, Kings County, New York",281,1659,NA,NA
36047005201,"Census Tract 52.01, Kings County, New York",194,NA,815,NA
36047005201,"Census Tract 52.01, Kings County, New York",20152,NA,NA,59400
36047005202,"Census Tract 52.02, Kings County, New York",367,2734,NA,NA
36047005202,"Census Tract 52.02, Kings County, New York",221,NA,1445,NA
36047005202,"Census Tract 52.02, Kings County, New York",14251,NA,NA,103750
36047005301,"Census Tract 53.01, Kings County, New York",388,2334,NA,NA
36047005301,"Census Tract 53.01, Kings County, New York",356,NA,1349,NA
36047005301,"Census Tract 53.01, Kings County, New York",26017,NA,NA,125357
36047005302,"Census Tract 53.02, Kings County, New York",85,91,NA,NA
36047005302,"Census Tract 53.02, Kings County, New York",29,NA,38,NA
36047005302,"Census Tract 53.02, Kings County, New York",20613,NA,NA,119205
36047005303,"Census Tract 53.03, Kings County, New York",13,0,0,NA
36047005303,"Census Tract 53.03, Kings County, New York",NA,NA,NA,NA
36047005400,"Census Tract 54, Kings County, New York",535,3388,NA,NA
36047005400,"Census Tract 54, Kings County, New York",441,NA,1933,NA
36047005400,"Census Tract 54, Kings County, New York",14893,NA,NA,74874
36047005601,"Census Tract 56.01, Kings County, New York",584,2585,NA,NA
36047005601,"Census Tract 56.01, Kings County, New York",368,NA,1391,NA
36047005601,"Census Tract 56.01, Kings County, New York",30433,NA,NA,67443
36047005602,"Census Tract 56.02, Kings County, New York",401,1867,NA,NA
36047005602,"Census Tract 56.02, Kings County, New York",222,NA,902,NA
36047005602,"Census Tract 56.02, Kings County, New York",27417,NA,NA,77348
36047005800,"Census Tract 58, Kings County, New York",492,3066,NA,NA
36047005800,"Census Tract 58, Kings County, New York",304,NA,1465,NA
36047005800,"Census Tract 58, Kings County, New York",11828,NA,NA,67656
36047005900,"Census Tract 59, Kings County, New York",159,1234,NA,NA
36047005900,"Census Tract 59, Kings County, New York",130,NA,847,NA
36047005900,"Census Tract 59, Kings County, New York",28460,NA,NA,86167
36047006000,"Census Tract 60, Kings County, New York",561,3516,NA,NA
36047006000,"Census Tract 60, Kings County, New York",288,NA,1470,NA
36047006000,"Census Tract 60, Kings County, New York",19775,NA,NA,85352
36047006200,"Census Tract 62, Kings County, New York",625,2536,NA,NA
36047006200,"Census Tract 62, Kings County, New York",226,NA,1201,NA
36047006200,"Census Tract 62, Kings County, New York",20608,NA,NA,68722
36047006300,"Census Tract 63, Kings County, New York",294,2284,NA,NA
36047006300,"Census Tract 63, Kings County, New York",182,NA,1322,NA
36047006300,"Census Tract 63, Kings County, New York",31580,NA,NA,156397
36047006400,"Census Tract 64, Kings County, New York",498,3264,NA,NA
36047006400,"Census Tract 64, Kings County, New York",325,NA,1644,NA
36047006400,"Census Tract 64, Kings County, New York",16149,NA,NA,93938
36047006500,"Census Tract 65, Kings County, New York",1240,6308,NA,NA
36047006500,"Census Tract 65, Kings County, New York",706,NA,3906,NA
36047006500,"Census Tract 65, Kings County, New York",9844,NA,NA,173087
36047006600,"Census Tract 66, Kings County, New York",497,3898,NA,NA
36047006600,"Census Tract 66, Kings County, New York",350,NA,2080,NA
36047006600,"Census Tract 66, Kings County, New York",19654,NA,NA,75609
36047006700,"Census Tract 67, Kings County, New York",529,4102,NA,NA
36047006700,"Census Tract 67, Kings County, New York",269,NA,2149,NA
36047006700,"Census Tract 67, Kings County, New York",40200,NA,NA,193750
36047006800,"Census Tract 68, Kings County, New York",775,4684,NA,NA
36047006800,"Census Tract 68, Kings County, New York",343,NA,2041,NA
36047006800,"Census Tract 68, Kings County, New York",14404,NA,NA,65964
36047006901,"Census Tract 69.01, Kings County, New York",278,1838,NA,NA
36047006901,"Census Tract 69.01, Kings County, New York",172,NA,1043,NA
36047006901,"Census Tract 69.01, Kings County, New York",18233,NA,NA,128411
36047006902,"Census Tract 69.02, Kings County, New York",354,2157,NA,NA
36047006902,"Census Tract 69.02, Kings County, New York",142,NA,1199,NA
36047006902,"Census Tract 69.02, Kings County, New York",47511,NA,NA,210000
36047007000,"Census Tract 70, Kings County, New York",375,2632,NA,NA
36047007000,"Census Tract 70, Kings County, New York",213,NA,1183,NA
36047007000,"Census Tract 70, Kings County, New York",18697,NA,NA,78565
36047007100,"Census Tract 71, Kings County, New York",857,4669,NA,NA
36047007100,"Census Tract 71, Kings County, New York",356,NA,1707,NA
36047007100,"Census Tract 71, Kings County, New York",14975,NA,NA,42526
36047007200,"Census Tract 72, Kings County, New York",401,1844,NA,NA
36047007200,"Census Tract 72, Kings County, New York",191,NA,869,NA
36047007200,"Census Tract 72, Kings County, New York",16263,NA,NA,46094
36047007400,"Census Tract 74, Kings County, New York",1002,5508,NA,NA
36047007400,"Census Tract 74, Kings County, New York",631,NA,2421,NA
36047007400,"Census Tract 74, Kings County, New York",22169,NA,NA,65750
36047007500,"Census Tract 75, Kings County, New York",810,4811,NA,NA
36047007500,"Census Tract 75, Kings County, New York",566,NA,2985,NA
36047007500,"Census Tract 75, Kings County, New York",48558,NA,NA,139911
36047007600,"Census Tract 76, Kings County, New York",1257,5327,NA,NA
36047007600,"Census Tract 76, Kings County, New York",553,NA,2237,NA
36047007600,"Census Tract 76, Kings County, New York",10144,NA,NA,59583
36047007700,"Census Tract 77, Kings County, New York",779,6211,NA,NA
36047007700,"Census Tract 77, Kings County, New York",505,NA,3302,NA
36047007700,"Census Tract 77, Kings County, New York",31622,NA,NA,175469
36047007800,"Census Tract 78, Kings County, New York",943,5053,NA,NA
36047007800,"Census Tract 78, Kings County, New York",462,NA,2279,NA
36047007800,"Census Tract 78, Kings County, New York",26934,NA,NA,56435
36047008000,"Census Tract 80, Kings County, New York",716,3571,NA,NA
36047008000,"Census Tract 80, Kings County, New York",387,NA,1755,NA
36047008000,"Census Tract 80, Kings County, New York",18590,NA,NA,66768
36047008200,"Census Tract 82, Kings County, New York",596,3780,NA,NA
36047008200,"Census Tract 82, Kings County, New York",509,NA,1871,NA
36047008200,"Census Tract 82, Kings County, New York",21697,NA,NA,42679
36047008400,"Census Tract 84, Kings County, New York",803,3742,NA,NA
36047008400,"Census Tract 84, Kings County, New York",526,NA,2060,NA
36047008400,"Census Tract 84, Kings County, New York",21763,NA,NA,71546
36047008500,"Census Tract 85, Kings County, New York",1364,7412,NA,NA
